epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,508.625,1.24273,1.25413,1.34793,0.61658,0.42648,0.46693,0.26364,1.83132,2.08342,2.07046,0.00961328,0.00961328,0.00961328
22,532.54,1.21037,1.18511,1.32026,0.7091,0.49545,0.53509,0.28243,1.70323,1.76579,1.94401,0.00959395,0.00959395,0.00959395
23,556.418,1.19484,1.16344,1.31331,0.61746,0.50151,0.51824,0.29821,1.68012,1.7626,1.93859,0.00957461,0.00957461,0.00957461
24,580.267,1.21596,1.19212,1.32678,0.44964,0.50303,0.44172,0.22345,1.85222,2.85548,2.1252,0.00955527,0.00955527,0.00955527
25,604.423,1.20442,1.15176,1.31356,0.62423,0.55051,0.56237,0.32039,1.60199,1.6375,1.87463,0.00953594,0.00953594,0.00953594
26,629.229,1.17651,1.1332,1.29483,0.59998,0.51278,0.53101,0.30821,1.69128,1.69873,1.90763,0.0095166,0.0095166,0.0095166
27,653.855,1.18802,1.13165,1.30443,0.69389,0.55383,0.57441,0.32385,1.64177,1.60188,1.9209,0.00949727,0.00949727,0.00949727
28,678.822,1.17772,1.10862,1.29648,0.55837,0.53728,0.57213,0.32391,1.62896,1.58004,1.87072,0.00947793,0.00947793,0.00947793
29,702.659,1.19095,1.1193,1.30519,0.65086,0.54211,0.6081,0.36419,1.57928,1.56147,1.82076,0.00945859,0.00945859,0.00945859
30,726.635,1.15168,1.05553,1.28609,0.58331,0.54713,0.55153,0.31802,1.589,1.65047,1.89361,0.00943926,0.00943926,0.00943926
31,750.264,1.14155,1.04688,1.27383,0.67661,0.56717,0.56193,0.32567,1.66096,1.61305,1.87777,0.00941992,0.00941992,0.00941992
32,773.765,1.14367,1.04678,1.27842,0.6799,0.56126,0.59859,0.34239,1.61781,1.4992,1.83547,0.00940059,0.00940059,0.00940059
33,798.05,1.12275,1.02364,1.274,0.57194,0.42743,0.4447,0.25293,1.72301,1.90678,2.00037,0.00938125,0.00938125,0.00938125
34,822.336,1.10807,1.01013,1.2521,0.64325,0.48567,0.52201,0.29211,1.66149,1.87897,1.89506,0.00936191,0.00936191,0.00936191
35,846.278,1.0861,0.97865,1.23821,0.59414,0.4133,0.48649,0.28072,1.59101,1.88854,1.83589,0.00934258,0.00934258,0.00934258
36,869.929,1.10879,0.96497,1.25262,0.70483,0.57026,0.62481,0.35695,1.59224,1.42828,1.87012,0.00932324,0.00932324,0.00932324
37,894.407,1.09366,0.9832,1.2481,0.73529,0.53435,0.60346,0.34044,1.68855,1.62676,1.89581,0.00930391,0.00930391,0.00930391
38,918.07,1.11486,0.992,1.2726,0.63565,0.55371,0.61096,0.35766,1.58066,1.46574,1.86521,0.00928457,0.00928457,0.00928457
39,942.359,1.1098,0.9799,1.26427,0.82593,0.58053,0.65249,0.37462,1.55508,1.30559,1.80629,0.00926523,0.00926523,0.00926523
40,965.958,1.08176,0.96003,1.2316,0.73865,0.46407,0.53194,0.29138,1.67256,1.69171,1.8948,0.0092459,0.0092459,0.0092459
41,989.648,1.08035,0.94327,1.23164,0.64652,0.41207,0.46821,0.26707,1.67829,1.88112,1.86328,0.00922656,0.00922656,0.00922656
42,1013.87,1.08106,0.92971,1.23853,0.83806,0.61873,0.70667,0.42001,1.52351,1.33709,1.77907,0.00920723,0.00920723,0.00920723
43,1037.77,1.10263,0.94935,1.24362,0.76475,0.56094,0.65374,0.36347,1.69876,1.57905,1.92178,0.00918789,0.00918789,0.00918789
44,1061.99,1.06738,0.91109,1.22826,0.83522,0.58776,0.68497,0.38242,1.57388,1.2861,1.81688,0.00916855,0.00916855,0.00916855
45,1086.26,1.05633,0.9157,1.22573,0.86007,0.62885,0.72156,0.42952,1.52347,1.24791,1.80033,0.00914922,0.00914922,0.00914922
46,1110.72,1.06143,0.90944,1.22483,0.74605,0.6271,0.67007,0.39054,1.47797,1.32466,1.7418,0.00912988,0.00912988,0.00912988
47,1134.77,1.06148,0.90904,1.22188,0.78146,0.64815,0.70589,0.4145,1.51248,1.25583,1.7722,0.00911055,0.00911055,0.00911055
48,1159.02,1.04039,0.90021,1.20427,0.73742,0.61614,0.66163,0.37328,1.58074,1.34775,1.79988,0.00909121,0.00909121,0.00909121
49,1182.95,1.05099,0.88757,1.2101,0.7773,0.62952,0.68819,0.39998,1.50797,1.28118,1.7385,0.00907188,0.00907188,0.00907188
50,1206.68,1.01936,0.85115,1.20513,0.80258,0.56604,0.64998,0.37942,1.54253,1.45912,1.78758,0.00905254,0.00905254,0.00905254
51,1230.42,1.03809,0.85344,1.21495,0.76933,0.63297,0.68948,0.3945,1.59693,1.39043,1.87198,0.0090332,0.0090332,0.0090332
52,1254.08,1.04168,0.86069,1.20307,0.72976,0.62086,0.65926,0.36671,1.5653,1.38234,1.7786,0.00901387,0.00901387,0.00901387
53,1278.18,1.04551,0.867,1.21766,0.80914,0.66807,0.70765,0.41612,1.55723,1.21175,1.81075,0.00899453,0.00899453,0.00899453
54,1302.3,1.01123,0.82622,1.18037,0.76103,0.59128,0.672,0.39482,1.53398,1.33328,1.74712,0.0089752,0.0089752,0.0089752
55,1325.87,0.99556,0.82717,1.17855,0.72704,0.61197,0.65622,0.39536,1.46593,1.28603,1.72016,0.00895586,0.00895586,0.00895586
56,1349.74,0.98473,0.79906,1.17266,0.65919,0.45164,0.54016,0.30722,1.66658,2.10198,1.87018,0.00893652,0.00893652,0.00893652
57,1373.94,1.01427,0.81476,1.19421,0.82463,0.62345,0.70165,0.42514,1.49957,1.41552,1.72924,0.00891719,0.00891719,0.00891719
58,1398.22,0.9986,0.81675,1.18803,0.77868,0.68659,0.71469,0.42801,1.51315,1.18217,1.77447,0.00889785,0.00889785,0.00889785
59,1421.73,1.02603,0.84969,1.20302,0.72597,0.65046,0.67994,0.41695,1.51693,1.25337,1.76063,0.00887852,0.00887852,0.00887852
60,1446.42,1.01904,0.83042,1.19685,0.78896,0.63008,0.69478,0.42007,1.48897,1.2591,1.75688,0.00885918,0.00885918,0.00885918
61,1470.46,0.97512,0.80624,1.16712,0.78844,0.6847,0.70143,0.40323,1.50636,1.29061,1.77154,0.00883984,0.00883984,0.00883984
62,1493.98,0.99482,0.8071,1.17753,0.79461,0.66507,0.70522,0.41197,1.53823,1.21975,1.78421,0.00882051,0.00882051,0.00882051
63,1517.49,1.00461,0.79952,1.17955,0.78024,0.65596,0.68825,0.41451,1.46945,1.25216,1.72945,0.00880117,0.00880117,0.00880117
64,1542.01,0.97894,0.78362,1.18124,0.73451,0.66154,0.68982,0.41097,1.5096,1.32458,1.78251,0.00878184,0.00878184,0.00878184
65,1567.02,0.98244,0.80882,1.17258,0.88206,0.63042,0.73369,0.4525,1.47942,1.21597,1.75706,0.0087625,0.0087625,0.0087625
66,1591.43,0.98847,0.78175,1.16296,0.80006,0.55286,0.6404,0.38384,1.54942,1.40644,1.82352,0.00874316,0.00874316,0.00874316
67,1615.67,0.99036,0.80141,1.18275,0.79748,0.65729,0.67294,0.41119,1.50383,1.30438,1.74458,0.00872383,0.00872383,0.00872383
68,1639.86,0.97494,0.79086,1.16915,0.77838,0.6137,0.67588,0.41571,1.48586,1.27735,1.73463,0.00870449,0.00870449,0.00870449
69,1664.22,0.97884,0.77208,1.16395,0.8152,0.73552,0.77636,0.46988,1.43034,1.15761,1.70756,0.00868516,0.00868516,0.00868516
70,1688.37,0.97372,0.76797,1.16185,0.84672,0.64488,0.71347,0.42776,1.51106,1.26255,1.78014,0.00866582,0.00866582,0.00866582
71,1712.58,0.98212,0.79286,1.17259,0.87407,0.64101,0.73217,0.43759,1.54768,1.19482,1.80789,0.00864648,0.00864648,0.00864648
72,1736.73,0.97111,0.75658,1.15788,0.85628,0.67643,0.75494,0.45688,1.46375,1.16844,1.75133,0.00862715,0.00862715,0.00862715
73,1760.5,0.92082,0.73417,1.13199,0.80415,0.64936,0.7183,0.43716,1.43755,1.2142,1.69569,0.00860781,0.00860781,0.00860781
74,1785.1,0.95183,0.75987,1.14397,0.90207,0.5798,0.70946,0.42621,1.50093,1.31224,1.74117,0.00858848,0.00858848,0.00858848
75,1808.63,0.95597,0.73967,1.15658,0.91455,0.6322,0.7496,0.4563,1.41955,1.21929,1.68615,0.00856914,0.00856914,0.00856914
76,1832.17,0.9503,0.73899,1.15105,0.80474,0.67269,0.7424,0.45427,1.42999,1.14771,1.69195,0.0085498,0.0085498,0.0085498
77,1855.85,0.93625,0.7354,1.14045,0.76482,0.68649,0.7119,0.40671,1.53159,1.24704,1.80089,0.00853047,0.00853047,0.00853047
78,1879.7,0.96691,0.75221,1.15029,0.78494,0.61066,0.669,0.39694,1.52278,1.28113,1.76532,0.00851113,0.00851113,0.00851113
79,1903.67,0.93116,0.72196,1.13692,0.81817,0.65392,0.7254,0.42502,1.49654,1.17374,1.75266,0.0084918,0.0084918,0.0084918
80,1927.55,0.9377,0.72686,1.14506,0.78156,0.68446,0.72086,0.43262,1.43185,1.19397,1.71281,0.00847246,0.00847246,0.00847246
81,1951.38,0.94323,0.73317,1.1465,0.83424,0.69346,0.74144,0.44845,1.44791,1.13863,1.72448,0.00845313,0.00845313,0.00845313
82,1975.23,0.9457,0.75357,1.14783,0.84876,0.64809,0.74721,0.45132,1.43034,1.18974,1.6968,0.00843379,0.00843379,0.00843379
83,1998.75,0.93045,0.72997,1.13218,0.84474,0.69415,0.75349,0.45315,1.48037,1.12193,1.77178,0.00841445,0.00841445,0.00841445
84,2022.62,0.92596,0.70737,1.13509,0.85826,0.65723,0.73255,0.44717,1.46022,1.22703,1.746,0.00839512,0.00839512,0.00839512
85,2046.55,0.92557,0.71915,1.1339,0.8416,0.69508,0.75935,0.46345,1.44538,1.08328,1.71802,0.00837578,0.00837578,0.00837578
86,2070.21,0.91907,0.71551,1.13753,0.82189,0.7043,0.75098,0.47359,1.40697,1.10518,1.68883,0.00835645,0.00835645,0.00835645
87,2093.72,0.93547,0.72824,1.14189,0.87832,0.73512,0.79178,0.49164,1.36396,1.05289,1.66777,0.00833711,0.00833711,0.00833711
88,2117.2,0.913,0.6862,1.13939,0.87227,0.662,0.76454,0.47962,1.41543,1.08317,1.71123,0.00831777,0.00831777,0.00831777
89,2141.37,0.91442,0.70361,1.13177,0.85014,0.66311,0.75453,0.47066,1.36896,1.09015,1.6368,0.00829844,0.00829844,0.00829844
90,2165.52,0.91703,0.69216,1.1223,0.8749,0.68908,0.76946,0.46161,1.40895,1.10693,1.671,0.0082791,0.0082791,0.0082791
91,2190.46,0.91231,0.6957,1.12808,0.81255,0.71496,0.76936,0.46257,1.41384,1.15253,1.71046,0.00825977,0.00825977,0.00825977
92,2214.79,0.89973,0.68444,1.12191,0.84779,0.68814,0.75409,0.46236,1.37265,1.16106,1.64422,0.00824043,0.00824043,0.00824043
93,2238.71,0.91643,0.69145,1.13528,0.81393,0.69952,0.75272,0.46232,1.46178,1.20474,1.71653,0.00822109,0.00822109,0.00822109
94,2262.64,0.9125,0.69865,1.12267,0.86313,0.68281,0.75323,0.45283,1.40286,1.07676,1.69716,0.00820176,0.00820176,0.00820176
95,2286.59,0.91212,0.69407,1.124,0.85065,0.66926,0.75442,0.46235,1.40136,1.16513,1.67155,0.00818242,0.00818242,0.00818242
96,2310.41,0.91221,0.68461,1.11939,0.88312,0.68423,0.75847,0.45799,1.40259,1.06099,1.66404,0.00816309,0.00816309,0.00816309
97,2334.4,0.8852,0.67277,1.10816,0.84075,0.71007,0.77913,0.46212,1.36895,1.03347,1.64667,0.00814375,0.00814375,0.00814375
98,2358.32,0.90666,0.69084,1.11982,0.86695,0.68226,0.78114,0.47253,1.44052,1.05885,1.70939,0.00812441,0.00812441,0.00812441
99,2382.22,0.87997,0.66556,1.10755,0.87724,0.66719,0.76573,0.45985,1.40507,1.10144,1.70355,0.00810508,0.00810508,0.00810508
100,2405.73,0.90443,0.68704,1.12544,0.88965,0.66932,0.75881,0.47159,1.41667,1.13929,1.70194,0.00808574,0.00808574,0.00808574
101,2429.6,0.87962,0.67493,1.10835,0.7736,0.6592,0.73655,0.45552,1.41057,1.13955,1.6942,0.00806641,0.00806641,0.00806641
102,2453.21,0.8794,0.65921,1.10623,0.83526,0.70748,0.7701,0.47099,1.38192,1.11621,1.66495,0.00804707,0.00804707,0.00804707
103,2476.69,0.87865,0.68929,1.10604,0.88417,0.67314,0.75501,0.45058,1.43843,1.1179,1.71083,0.00802773,0.00802773,0.00802773
104,2500.15,0.88008,0.667,1.11695,0.89332,0.64426,0.74994,0.45479,1.42818,1.10977,1.73364,0.0080084,0.0080084,0.0080084
105,2523.65,0.88192,0.67278,1.10649,0.89941,0.66753,0.75346,0.45407,1.43956,1.18653,1.71479,0.00798906,0.00798906,0.00798906
106,2547.12,0.87118,0.64617,1.09607,0.81943,0.74554,0.78699,0.49668,1.39256,1.10343,1.70695,0.00796973,0.00796973,0.00796973
107,2570.63,0.86568,0.65402,1.10355,0.88565,0.72287,0.78387,0.48085,1.39595,1.05318,1.69826,0.00795039,0.00795039,0.00795039
108,2594.53,0.87062,0.66771,1.10033,0.83305,0.75935,0.7806,0.4815,1.40411,1.04898,1.6895,0.00793105,0.00793105,0.00793105
109,2618.42,0.86301,0.65103,1.10194,0.8806,0.69031,0.77627,0.48126,1.38992,1.05111,1.68185,0.00791172,0.00791172,0.00791172
110,2642.31,0.87049,0.65947,1.1073,0.84688,0.72686,0.78369,0.47262,1.41532,0.99466,1.7014,0.00789238,0.00789238,0.00789238
111,2666.08,0.84308,0.63955,1.08423,0.82751,0.67282,0.74985,0.46015,1.4156,1.12719,1.70504,0.00787305,0.00787305,0.00787305
112,2689.49,0.85803,0.64739,1.09207,0.8843,0.68774,0.78497,0.48514,1.38139,1.11088,1.65927,0.00785371,0.00785371,0.00785371
113,2713.12,0.87289,0.65065,1.10225,0.838,0.67111,0.73592,0.45385,1.37847,1.06031,1.6652,0.00783438,0.00783438,0.00783438
114,2736.56,0.87056,0.65832,1.10153,0.88162,0.70473,0.78154,0.47701,1.42187,1.02413,1.71721,0.00781504,0.00781504,0.00781504
115,2760.05,0.85151,0.64992,1.09311,0.87365,0.71929,0.79015,0.50436,1.32552,1.02149,1.63368,0.0077957,0.0077957,0.0077957
116,2783.54,0.86231,0.65543,1.09424,0.89253,0.72366,0.78736,0.50246,1.36303,1.10547,1.66532,0.00777637,0.00777637,0.00777637
117,2807.03,0.85812,0.65103,1.10056,0.89016,0.70625,0.79036,0.47661,1.40284,1.08975,1.70514,0.00775703,0.00775703,0.00775703
118,2830.56,0.86453,0.65523,1.11309,0.88069,0.71092,0.77809,0.47685,1.37281,1.02405,1.69444,0.0077377,0.0077377,0.0077377
119,2854.45,0.84412,0.6365,1.08793,0.91262,0.67853,0.77973,0.49305,1.38215,0.99511,1.6913,0.00771836,0.00771836,0.00771836
120,2878.33,0.85724,0.63491,1.09485,0.89364,0.70225,0.80034,0.48832,1.41423,1.04417,1.71787,0.00769902,0.00769902,0.00769902
121,2902.21,0.85751,0.63243,1.09283,0.83974,0.69542,0.75768,0.46313,1.4455,1.16503,1.72839,0.00767969,0.00767969,0.00767969
122,2926.04,0.84442,0.61996,1.07892,0.90695,0.69533,0.77552,0.4787,1.36704,1.08816,1.64703,0.00766035,0.00766035,0.00766035
123,2949.51,0.83567,0.61159,1.08307,0.85809,0.72995,0.78301,0.49115,1.3802,1.0634,1.69323,0.00764102,0.00764102,0.00764102
124,2973.37,0.81897,0.59417,1.07678,0.82473,0.70817,0.75942,0.48387,1.40702,1.04815,1.70334,0.00762168,0.00762168,0.00762168
125,2997.09,0.8254,0.61231,1.0811,0.83628,0.75167,0.78845,0.49256,1.40968,1.07912,1.70599,0.00760234,0.00760234,0.00760234
126,3020.52,0.84865,0.62155,1.08532,0.88976,0.69569,0.77338,0.50019,1.34837,1.05187,1.65725,0.00758301,0.00758301,0.00758301
127,3043.97,0.82851,0.60853,1.07525,0.90021,0.7197,0.76993,0.47712,1.3779,1.03457,1.67104,0.00756367,0.00756367,0.00756367
128,3067.41,0.82901,0.6232,1.09013,0.89128,0.72863,0.8,0.51266,1.30165,1.03451,1.60494,0.00754434,0.00754434,0.00754434
129,3090.86,0.83497,0.61771,1.07963,0.91673,0.68773,0.78953,0.51856,1.32721,1.09772,1.62803,0.007525,0.007525,0.007525
130,3115.06,0.81916,0.60786,1.07442,0.88982,0.71471,0.77858,0.49001,1.3529,1.02205,1.65579,0.00750566,0.00750566,0.00750566
131,3138.93,0.82678,0.61176,1.07427,0.86518,0.65237,0.73973,0.46035,1.39574,1.17104,1.69038,0.00748633,0.00748633,0.00748633
132,3162.62,0.83286,0.61023,1.07966,0.8678,0.71298,0.79404,0.4982,1.38066,0.97395,1.70021,0.00746699,0.00746699,0.00746699
133,3186.24,0.80289,0.59659,1.06061,0.88242,0.68609,0.76308,0.47265,1.37684,1.0536,1.68161,0.00744766,0.00744766,0.00744766
134,3210.29,0.81967,0.59988,1.0782,0.88916,0.67334,0.7758,0.4866,1.38197,1.08114,1.67067,0.00742832,0.00742832,0.00742832
135,3234.79,0.82276,0.61417,1.0757,0.90772,0.72021,0.79797,0.50266,1.41153,1.03058,1.71238,0.00740898,0.00740898,0.00740898
136,3258.23,0.80464,0.60874,1.07331,0.9261,0.70511,0.78502,0.49353,1.33083,1.0305,1.63367,0.00738965,0.00738965,0.00738965
137,3282.25,0.81731,0.60413,1.07155,0.88468,0.69067,0.78328,0.47308,1.40303,1.14061,1.69547,0.00737031,0.00737031,0.00737031
138,3306.1,0.81821,0.60043,1.07231,0.85132,0.7686,0.79334,0.48711,1.37484,1.04062,1.65852,0.00735098,0.00735098,0.00735098
139,3329.83,0.82074,0.6003,1.07266,0.86355,0.75029,0.80956,0.5276,1.28481,0.98517,1.58902,0.00733164,0.00733164,0.00733164
140,3353.91,0.80781,0.59101,1.05873,0.8974,0.73872,0.80026,0.50881,1.34248,1.0641,1.6613,0.0073123,0.0073123,0.0073123
141,3378.17,0.80422,0.5841,1.06271,0.89044,0.7237,0.80201,0.51128,1.363,1.0083,1.69235,0.00729297,0.00729297,0.00729297
142,3401.62,0.78723,0.57245,1.05053,0.90392,0.71879,0.791,0.5141,1.31556,1.02973,1.64074,0.00727363,0.00727363,0.00727363
143,3425.68,0.81092,0.5981,1.06372,0.91324,0.71097,0.81181,0.5201,1.34759,1.10441,1.66286,0.0072543,0.0072543,0.0072543
144,3449.75,0.814,0.587,1.06656,0.91402,0.73401,0.80504,0.51691,1.33852,0.977,1.65528,0.00723496,0.00723496,0.00723496
145,3474.17,0.78312,0.55907,1.04871,0.87507,0.71833,0.78486,0.50311,1.33686,1.00494,1.65963,0.00721562,0.00721562,0.00721562
146,3497.84,0.81444,0.57957,1.07068,0.90784,0.76258,0.83811,0.53683,1.32279,0.96599,1.62205,0.00719629,0.00719629,0.00719629
147,3521.55,0.81026,0.5801,1.07141,0.88783,0.75588,0.79923,0.52581,1.32154,0.96212,1.64347,0.00717695,0.00717695,0.00717695
148,3545.86,0.78635,0.57707,1.05305,0.88676,0.72421,0.79799,0.51354,1.30473,0.95413,1.62453,0.00715762,0.00715762,0.00715762
149,3569.29,0.80985,0.59397,1.07217,0.91552,0.7215,0.80973,0.50969,1.35033,0.99089,1.65972,0.00713828,0.00713828,0.00713828
150,3593.25,0.7831,0.56193,1.05799,0.87878,0.76837,0.81107,0.51693,1.33324,0.94571,1.63963,0.00711895,0.00711895,0.00711895
151,3617.25,0.79097,0.565,1.05963,0.90651,0.73873,0.79952,0.51442,1.30895,0.96683,1.63824,0.00709961,0.00709961,0.00709961
152,3640.92,0.78942,0.58243,1.05873,0.87807,0.7182,0.79238,0.51352,1.3522,1.04692,1.67684,0.00708027,0.00708027,0.00708027
153,3665,0.77072,0.55807,1.03943,0.89799,0.70292,0.79271,0.49811,1.40703,1.07616,1.71835,0.00706094,0.00706094,0.00706094
154,3689.02,0.79814,0.58488,1.05706,0.84865,0.74788,0.79156,0.49432,1.37235,0.9804,1.69716,0.0070416,0.0070416,0.0070416
155,3712.73,0.7782,0.56486,1.05936,0.914,0.76297,0.81777,0.52279,1.34671,0.94883,1.66705,0.00702227,0.00702227,0.00702227
156,3736.82,0.78392,0.56419,1.04914,0.92271,0.71339,0.80068,0.50933,1.36859,0.98097,1.69585,0.00700293,0.00700293,0.00700293
157,3760.84,0.79355,0.57192,1.05738,0.87105,0.71237,0.7878,0.5036,1.38209,0.97031,1.71214,0.00698359,0.00698359,0.00698359
158,3785.39,0.77878,0.55739,1.04967,0.83555,0.7324,0.78894,0.50326,1.3648,1.0573,1.6821,0.00696426,0.00696426,0.00696426
159,3808.84,0.78298,0.55546,1.05503,0.89421,0.7114,0.80507,0.5221,1.31911,1.05064,1.6156,0.00694492,0.00694492,0.00694492
160,3832.72,0.78283,0.55917,1.05309,0.87248,0.74473,0.80461,0.51619,1.33635,1.00193,1.63247,0.00692559,0.00692559,0.00692559
161,3856.64,0.77414,0.55355,1.03784,0.90209,0.72044,0.78762,0.49169,1.34842,1.00687,1.67732,0.00690625,0.00690625,0.00690625
162,3880.42,0.79411,0.57227,1.05934,0.89983,0.71833,0.79102,0.50292,1.33673,0.98568,1.61854,0.00688691,0.00688691,0.00688691
163,3904.87,0.77254,0.55373,1.04034,0.88243,0.75336,0.81012,0.52103,1.30703,0.92632,1.60661,0.00686758,0.00686758,0.00686758
164,3928.56,0.77775,0.56729,1.05044,0.91443,0.72965,0.7994,0.51316,1.33342,1.01299,1.65081,0.00684824,0.00684824,0.00684824
165,3952.08,0.76035,0.54285,1.03826,0.89262,0.70998,0.80238,0.50785,1.35198,0.99603,1.67542,0.00682891,0.00682891,0.00682891
166,3976.08,0.7761,0.54757,1.0551,0.88267,0.73932,0.80916,0.51502,1.29657,0.9515,1.60417,0.00680957,0.00680957,0.00680957
167,4000.14,0.7678,0.55632,1.04004,0.86864,0.74594,0.80736,0.51108,1.32636,0.97206,1.64214,0.00679023,0.00679023,0.00679023
168,4023.9,0.768,0.55827,1.04318,0.89502,0.71887,0.79653,0.51157,1.34484,1.00662,1.65539,0.0067709,0.0067709,0.0067709
169,4048.41,0.75276,0.54713,1.04096,0.8889,0.72923,0.81151,0.50064,1.345,0.96389,1.66504,0.00675156,0.00675156,0.00675156
170,4072.1,0.76561,0.55416,1.05188,0.90501,0.71317,0.80296,0.50596,1.34039,0.96314,1.6438,0.00673223,0.00673223,0.00673223
171,4095.76,0.75082,0.53202,1.03722,0.87919,0.73274,0.81198,0.51616,1.30236,0.96214,1.62706,0.00671289,0.00671289,0.00671289
172,4119.85,0.75422,0.54715,1.05,0.92508,0.72173,0.82777,0.535,1.34964,0.98874,1.68529,0.00669355,0.00669355,0.00669355
173,4143.94,0.76787,0.55491,1.03756,0.90372,0.72077,0.81941,0.52762,1.3545,0.98626,1.68606,0.00667422,0.00667422,0.00667422
174,4167.48,0.76127,0.54351,1.04895,0.88354,0.72951,0.79799,0.5121,1.35605,0.99115,1.71293,0.00665488,0.00665488,0.00665488
175,4191.61,0.74471,0.53321,1.03975,0.89647,0.73022,0.81673,0.52064,1.3664,0.98876,1.68527,0.00663555,0.00663555,0.00663555
176,4215.64,0.75632,0.53832,1.03126,0.87271,0.72496,0.80179,0.51196,1.32665,0.97763,1.6313,0.00661621,0.00661621,0.00661621
177,4239.51,0.77031,0.5522,1.04283,0.88974,0.72179,0.7914,0.52137,1.31711,0.96741,1.64354,0.00659688,0.00659688,0.00659688
178,4263.54,0.76031,0.54187,1.04029,0.86198,0.75841,0.80139,0.50918,1.33551,1.03265,1.644,0.00657754,0.00657754,0.00657754
179,4287.5,0.76176,0.5301,1.03311,0.89601,0.72237,0.8096,0.52549,1.34685,0.98418,1.67653,0.0065582,0.0065582,0.0065582
180,4311.75,0.75381,0.5422,1.04062,0.93267,0.72922,0.81704,0.52534,1.33733,0.9883,1.66502,0.00653887,0.00653887,0.00653887
181,4335.19,0.73592,0.52347,1.03136,0.88576,0.74741,0.8297,0.54127,1.27845,0.97337,1.60178,0.00651953,0.00651953,0.00651953
182,4359.24,0.75624,0.54272,1.03685,0.8635,0.76824,0.81469,0.52638,1.3056,0.96821,1.63325,0.0065002,0.0065002,0.0065002
183,4383.15,0.74889,0.52534,1.03119,0.91746,0.74151,0.81024,0.53753,1.3319,0.99335,1.67356,0.00648086,0.00648086,0.00648086
184,4406.84,0.74168,0.53367,1.03955,0.91959,0.72656,0.82376,0.55338,1.30313,0.98414,1.64059,0.00646152,0.00646152,0.00646152
