epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,912.95,1.4363,1.63834,1.78979,0.5752,0.42721,0.43578,0.23526,1.8532,2.20942,2.34629,0.000319079,0.000319079,0.000319079
38,938.137,1.44658,1.64182,1.791,0.61163,0.41357,0.45337,0.25095,1.8179,2.21295,2.2517,0.000297081,0.000297081,0.000297081
39,961.709,1.45576,1.64547,1.81152,0.50731,0.4552,0.42314,0.2186,1.81359,2.24965,2.30097,0.000275084,0.000275084,0.000275084
40,986.515,1.41189,1.62173,1.76616,0.57511,0.40153,0.42666,0.22251,1.81123,2.19273,2.32763,0.000253086,0.000253086,0.000253086
41,1011.59,1.37742,1.51256,1.82525,0.59557,0.44028,0.45428,0.25578,1.81089,2.12422,2.28118,0.000231088,0.000231088,0.000231088
42,1034.98,1.33481,1.39615,1.78286,0.56175,0.45261,0.45395,0.25945,1.80266,2.03849,2.25491,0.00020909,0.00020909,0.00020909
43,1058.32,1.31481,1.35439,1.76611,0.58134,0.47262,0.47377,0.26941,1.79763,2.00152,2.24151,0.000187092,0.000187092,0.000187092
44,1081.7,1.28554,1.31556,1.74842,0.59678,0.48129,0.48733,0.27449,1.71284,1.96121,2.20148,0.000165095,0.000165095,0.000165095
45,1105.02,1.28691,1.30262,1.72824,0.63716,0.4901,0.49202,0.27974,1.73351,1.94759,2.18966,0.000143097,0.000143097,0.000143097
46,1128.68,1.2634,1.27449,1.71754,0.64385,0.47051,0.49353,0.27079,1.75042,1.91692,2.21973,0.000121099,0.000121099,0.000121099
47,1152.38,1.23617,1.25589,1.71419,0.63189,0.49228,0.49927,0.27448,1.73493,1.92128,2.17847,9.91012e-05,9.91012e-05,9.91012e-05
48,1175.9,1.2122,1.23007,1.67008,0.61404,0.50946,0.50952,0.28995,1.70877,1.9161,2.15464,7.71034e-05,7.71034e-05,7.71034e-05
49,1199.82,1.20196,1.20387,1.66697,0.6109,0.48514,0.49603,0.28208,1.69969,1.88589,2.17046,5.51056e-05,5.51056e-05,5.51056e-05
50,1223.44,1.19903,1.19828,1.65748,0.57461,0.50381,0.49328,0.28323,1.67913,1.87569,2.15229,3.31078e-05,3.31078e-05,3.31078e-05
