epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,634.369,1.19285,1.11823,1.2891,0.6893,0.5418,0.59285,0.3097,1.70346,1.61784,1.85897,0.00947793,0.00947793,0.00947793
29,657.142,1.20383,1.10877,1.28791,0.69118,0.58189,0.59086,0.32285,1.69611,1.56617,1.89557,0.00945859,0.00945859,0.00945859
30,679.568,1.16243,1.07093,1.26747,0.68492,0.4906,0.53376,0.27122,1.8309,1.69804,2.00086,0.00943926,0.00943926,0.00943926
31,702.73,1.14464,1.04939,1.25878,0.74021,0.57043,0.607,0.31965,1.66679,1.62575,1.81994,0.00941992,0.00941992,0.00941992
32,725.834,1.14859,1.03996,1.25875,0.75442,0.56212,0.61502,0.33644,1.58354,1.57596,1.78678,0.00940059,0.00940059,0.00940059
33,750.237,1.13675,1.02036,1.26747,0.63953,0.5182,0.52048,0.28986,1.812,1.6125,2.08173,0.00938125,0.00938125,0.00938125
34,773.273,1.13032,1.0273,1.25578,0.75479,0.54434,0.60844,0.3312,1.64049,1.57767,1.89925,0.00936191,0.00936191,0.00936191
35,795.481,1.11304,0.99553,1.24627,0.79667,0.57436,0.66777,0.36234,1.59917,1.403,1.82291,0.00934258,0.00934258,0.00934258
36,817.935,1.11409,0.99298,1.24512,0.62546,0.58736,0.57671,0.32501,1.61206,1.55372,1.84312,0.00932324,0.00932324,0.00932324
37,840.129,1.11929,0.99746,1.24389,0.73166,0.52974,0.62567,0.35609,1.55399,1.482,1.79387,0.00930391,0.00930391,0.00930391
38,862.453,1.11524,0.99417,1.2438,0.66393,0.52539,0.57327,0.3254,1.58358,1.51199,1.78266,0.00928457,0.00928457,0.00928457
39,884.647,1.13254,1.00835,1.25424,0.6913,0.58736,0.61922,0.36389,1.56884,1.45335,1.76408,0.00926523,0.00926523,0.00926523
40,906.853,1.09459,0.976,1.22639,0.73054,0.55514,0.58899,0.33745,1.61039,1.48233,1.84978,0.0092459,0.0092459,0.0092459
41,929.094,1.10393,0.9654,1.23352,0.68601,0.55281,0.6545,0.37493,1.58856,1.58194,1.77806,0.00922656,0.00922656,0.00922656
42,951.307,1.09918,0.95688,1.24294,0.6157,0.56476,0.55084,0.28358,1.76682,1.6303,1.96672,0.00920723,0.00920723,0.00920723
43,973.822,1.08829,0.94868,1.22698,0.74994,0.63025,0.69038,0.37155,1.67833,1.45966,1.84828,0.00918789,0.00918789,0.00918789
44,996.044,1.07619,0.93013,1.21218,0.7511,0.59951,0.63586,0.35709,1.58791,1.47588,1.81212,0.00916855,0.00916855,0.00916855
45,1018.38,1.07144,0.93056,1.21672,0.81218,0.56616,0.66376,0.39374,1.57715,1.4564,1.7953,0.00914922,0.00914922,0.00914922
46,1040.61,1.09439,0.9469,1.22803,0.77341,0.59588,0.64351,0.3797,1.5358,1.35588,1.7396,0.00912988,0.00912988,0.00912988
47,1062.83,1.06835,0.94246,1.21449,0.72897,0.63609,0.66302,0.36814,1.59692,1.40983,1.84384,0.00911055,0.00911055,0.00911055
48,1085.06,1.05381,0.9028,1.19839,0.78324,0.60623,0.6685,0.38437,1.54958,1.35589,1.76959,0.00909121,0.00909121,0.00909121
49,1107.28,1.06505,0.90513,1.20824,0.74795,0.59709,0.65251,0.37374,1.56385,1.47305,1.80681,0.00907188,0.00907188,0.00907188
50,1129.48,1.04717,0.86859,1.20266,0.79085,0.59575,0.67432,0.39916,1.56723,1.22395,1.78346,0.00905254,0.00905254,0.00905254
51,1151.69,1.03827,0.8822,1.2047,0.76436,0.65152,0.67612,0.41295,1.51291,1.39086,1.75586,0.0090332,0.0090332,0.0090332
52,1173.91,1.04755,0.87208,1.19768,0.81152,0.6654,0.70912,0.42879,1.47105,1.24247,1.70145,0.00901387,0.00901387,0.00901387
53,1196.35,1.05206,0.88763,1.20406,0.79262,0.67867,0.71803,0.42113,1.50768,1.23537,1.77166,0.00899453,0.00899453,0.00899453
54,1218.62,1.03218,0.86245,1.18498,0.85907,0.6587,0.73567,0.42978,1.51378,1.24077,1.74317,0.0089752,0.0089752,0.0089752
55,1241.49,1.01305,0.8579,1.18802,0.81823,0.62282,0.70584,0.43154,1.4738,1.31449,1.69633,0.00895586,0.00895586,0.00895586
56,1263.72,1.02051,0.83983,1.18362,0.7862,0.58318,0.67854,0.39408,1.59507,1.35512,1.78756,0.00893652,0.00893652,0.00893652
57,1286.1,1.02777,0.83557,1.18958,0.7718,0.58407,0.672,0.41153,1.50466,1.37599,1.71154,0.00891719,0.00891719,0.00891719
58,1308.33,1.01884,0.84349,1.18934,0.79131,0.62894,0.68557,0.4103,1.5348,1.31796,1.74417,0.00889785,0.00889785,0.00889785
59,1330.54,1.05241,0.88132,1.20998,0.68581,0.62302,0.63716,0.37534,1.45389,1.49661,1.68041,0.00887852,0.00887852,0.00887852
60,1352.73,1.02738,0.85338,1.18958,0.78382,0.6486,0.70308,0.438,1.43493,1.23419,1.67524,0.00885918,0.00885918,0.00885918
61,1374.97,0.99314,0.81966,1.16561,0.69445,0.59564,0.6192,0.36031,1.53235,1.45994,1.73047,0.00883984,0.00883984,0.00883984
62,1397.17,1.01381,0.83457,1.17811,0.77821,0.56816,0.64517,0.3751,1.60149,1.42342,1.80025,0.00882051,0.00882051,0.00882051
63,1419.38,1.02462,0.8269,1.18726,0.81684,0.68847,0.72036,0.41586,1.52355,1.20601,1.72566,0.00880117,0.00880117,0.00880117
64,1441.59,1.00874,0.80543,1.18334,0.81234,0.58668,0.68991,0.39501,1.49426,1.33836,1.6907,0.00878184,0.00878184,0.00878184
65,1463.84,0.99899,0.83122,1.1758,0.83594,0.63885,0.73197,0.44568,1.45603,1.19979,1.69171,0.0087625,0.0087625,0.0087625
66,1486.04,1.00298,0.79611,1.15535,0.76145,0.68582,0.73668,0.43284,1.47192,1.24384,1.67586,0.00874316,0.00874316,0.00874316
67,1508.25,0.99776,0.82251,1.17782,0.75951,0.62833,0.66382,0.40183,1.51153,1.31073,1.67074,0.00872383,0.00872383,0.00872383
68,1530.44,0.9826,0.79865,1.16148,0.8506,0.67559,0.7259,0.42389,1.4947,1.19212,1.7058,0.00870449,0.00870449,0.00870449
69,1552.71,0.98377,0.77331,1.15872,0.84768,0.67436,0.73645,0.45803,1.42562,1.23864,1.59656,0.00868516,0.00868516,0.00868516
70,1574.92,0.98654,0.78937,1.15779,0.84188,0.62202,0.68667,0.40398,1.5349,1.24508,1.77953,0.00866582,0.00866582,0.00866582
71,1597.12,1.00564,0.80887,1.17317,0.77877,0.67408,0.72024,0.42085,1.53525,1.21051,1.74737,0.00864648,0.00864648,0.00864648
72,1619.35,0.98492,0.78371,1.15674,0.78832,0.67105,0.69287,0.40256,1.51361,1.32139,1.73278,0.00862715,0.00862715,0.00862715
73,1641.57,0.95629,0.76347,1.14237,0.81125,0.70204,0.74332,0.45215,1.43119,1.17577,1.61586,0.00860781,0.00860781,0.00860781
74,1663.81,0.96575,0.77228,1.14456,0.85404,0.65587,0.72311,0.43744,1.4903,1.19511,1.72293,0.00858848,0.00858848,0.00858848
75,1686.05,0.96314,0.77304,1.15314,0.81998,0.65859,0.71838,0.42914,1.49029,1.22639,1.66886,0.00856914,0.00856914,0.00856914
76,1708.26,0.96677,0.75592,1.1532,0.80903,0.67134,0.70143,0.42483,1.45147,1.20801,1.67098,0.0085498,0.0085498,0.0085498
77,1730.46,0.95394,0.76206,1.14463,0.81415,0.68002,0.73457,0.4518,1.44313,1.20005,1.6486,0.00853047,0.00853047,0.00853047
78,1752.67,0.97814,0.76837,1.14984,0.84119,0.68681,0.73806,0.44659,1.46921,1.19781,1.66462,0.00851113,0.00851113,0.00851113
79,1774.92,0.95451,0.75355,1.14286,0.8603,0.68059,0.74143,0.46577,1.41505,1.13897,1.61456,0.0084918,0.0084918,0.0084918
80,1797.12,0.94712,0.75333,1.14984,0.78748,0.6838,0.70886,0.42418,1.55532,1.23825,1.73643,0.00847246,0.00847246,0.00847246
81,1819.34,0.9631,0.76839,1.15356,0.73951,0.70494,0.70682,0.42259,1.49477,1.25041,1.70505,0.00845313,0.00845313,0.00845313
82,1841.9,0.95838,0.76281,1.14585,0.75372,0.72506,0.75803,0.45925,1.43953,1.20335,1.64407,0.00843379,0.00843379,0.00843379
83,1864.45,0.94746,0.74782,1.13577,0.79529,0.70234,0.75171,0.42706,1.4841,1.17187,1.70539,0.00841445,0.00841445,0.00841445
84,1886.65,0.95416,0.72767,1.13804,0.82429,0.67255,0.72803,0.42406,1.50952,1.20759,1.70524,0.00839512,0.00839512,0.00839512
85,1908.84,0.93486,0.74218,1.1295,0.77784,0.65957,0.72982,0.45781,1.44669,1.19939,1.64587,0.00837578,0.00837578,0.00837578
86,1931.02,0.95173,0.74241,1.13728,0.89031,0.68027,0.74727,0.46574,1.44554,1.1341,1.62099,0.00835645,0.00835645,0.00835645
87,1953.24,0.93797,0.74097,1.13505,0.81796,0.68166,0.73829,0.45165,1.4467,1.14772,1.66751,0.00833711,0.00833711,0.00833711
88,1975.44,0.94769,0.73064,1.14626,0.83068,0.67146,0.74743,0.46992,1.43289,1.15175,1.59494,0.00831777,0.00831777,0.00831777
89,1997.67,0.92807,0.72566,1.13173,0.87569,0.64857,0.75699,0.4531,1.48665,1.16377,1.63967,0.00829844,0.00829844,0.00829844
90,2019.87,0.92994,0.71953,1.12547,0.79592,0.69063,0.73844,0.4368,1.48555,1.16899,1.64062,0.0082791,0.0082791,0.0082791
91,2042.06,0.93849,0.72403,1.13214,0.79397,0.68539,0.74334,0.43692,1.47909,1.1881,1.68021,0.00825977,0.00825977,0.00825977
92,2064.27,0.91847,0.71119,1.123,0.81012,0.72331,0.751,0.47653,1.38175,1.16,1.59922,0.00824043,0.00824043,0.00824043
93,2086.48,0.94678,0.72522,1.14115,0.87372,0.69629,0.74622,0.45801,1.42426,1.12508,1.60741,0.00822109,0.00822109,0.00822109
94,2108.66,0.92576,0.73605,1.12013,0.85558,0.68143,0.73692,0.44766,1.42373,1.11559,1.624,0.00820176,0.00820176,0.00820176
95,2131.13,0.91481,0.71467,1.11573,0.80387,0.72287,0.78751,0.47378,1.43901,1.08748,1.64155,0.00818242,0.00818242,0.00818242
96,2153.35,0.92984,0.69462,1.11563,0.82263,0.70952,0.7651,0.45921,1.44345,1.09663,1.61425,0.00816309,0.00816309,0.00816309
97,2175.56,0.91222,0.684,1.11499,0.85515,0.64515,0.71528,0.44738,1.48286,1.21875,1.68384,0.00814375,0.00814375,0.00814375
98,2198.3,0.93026,0.72687,1.1258,0.84175,0.7024,0.75572,0.47046,1.42562,1.14048,1.59306,0.00812441,0.00812441,0.00812441
99,2220.5,0.89648,0.67993,1.11003,0.8899,0.71394,0.79216,0.48981,1.43536,1.02034,1.64856,0.00810508,0.00810508,0.00810508
100,2243.15,0.91884,0.70662,1.12087,0.84244,0.72077,0.77613,0.47946,1.45109,1.15775,1.6526,0.00808574,0.00808574,0.00808574
101,2265.34,0.89555,0.68783,1.10625,0.83072,0.69243,0.72305,0.45765,1.42341,1.23017,1.62677,0.00806641,0.00806641,0.00806641
102,2287.62,0.89965,0.6947,1.10981,0.85114,0.69003,0.75963,0.45815,1.53551,1.15457,1.71096,0.00804707,0.00804707,0.00804707
103,2309.81,0.91685,0.71543,1.1172,0.89523,0.72179,0.78102,0.48521,1.4367,1.05332,1.62782,0.00802773,0.00802773,0.00802773
104,2332.09,0.90994,0.70544,1.11636,0.82944,0.69443,0.73019,0.45625,1.44517,1.09543,1.65774,0.0080084,0.0080084,0.0080084
105,2354.28,0.90114,0.69713,1.11214,0.82505,0.6956,0.74881,0.46224,1.39475,1.12107,1.59161,0.00798906,0.00798906,0.00798906
106,2376.51,0.88886,0.67512,1.09711,0.85243,0.71857,0.76115,0.48297,1.39436,1.08781,1.59635,0.00796973,0.00796973,0.00796973
107,2398.73,0.88682,0.67585,1.11024,0.86482,0.71144,0.76237,0.45609,1.49125,1.14432,1.66143,0.00795039,0.00795039,0.00795039
108,2420.93,0.90717,0.70388,1.10835,0.88285,0.69826,0.75656,0.48165,1.46178,1.15551,1.66078,0.00793105,0.00793105,0.00793105
109,2443.19,0.88563,0.68842,1.10814,0.88249,0.68692,0.76847,0.47567,1.44158,1.11045,1.6186,0.00791172,0.00791172,0.00791172
110,2465.4,0.8907,0.68775,1.10282,0.84345,0.73434,0.76003,0.4698,1.40716,1.09033,1.65031,0.00789238,0.00789238,0.00789238
111,2487.88,0.8652,0.6592,1.08694,0.84155,0.73964,0.75741,0.47902,1.36569,1.01084,1.58238,0.00787305,0.00787305,0.00787305
112,2510.11,0.87686,0.6747,1.10082,0.86712,0.70959,0.76858,0.47893,1.39224,1.05241,1.5821,0.00785371,0.00785371,0.00785371
113,2532.3,0.87543,0.6677,1.09798,0.82698,0.71158,0.75644,0.47651,1.41737,1.03604,1.63335,0.00783438,0.00783438,0.00783438
114,2554.5,0.89041,0.67489,1.10294,0.8392,0.69459,0.76653,0.4735,1.43164,1.15925,1.60844,0.00781504,0.00781504,0.00781504
115,2576.71,0.87722,0.67642,1.09767,0.80713,0.69166,0.74047,0.46855,1.40481,1.11933,1.59322,0.0077957,0.0077957,0.0077957
116,2598.9,0.90294,0.68786,1.11257,0.86709,0.71415,0.76633,0.49164,1.36688,1.1018,1.57121,0.00777637,0.00777637,0.00777637
117,2621.15,0.87136,0.66239,1.10122,0.87684,0.6906,0.76389,0.47966,1.41675,1.22295,1.63026,0.00775703,0.00775703,0.00775703
118,2643.36,0.88501,0.68178,1.10943,0.82254,0.75323,0.78588,0.47607,1.42664,1.08717,1.61147,0.0077377,0.0077377,0.0077377
119,2665.57,0.85493,0.64429,1.07925,0.85333,0.74173,0.78661,0.48848,1.39732,1.0922,1.60286,0.00771836,0.00771836,0.00771836
120,2687.74,0.86717,0.65952,1.08367,0.89701,0.69458,0.76936,0.49012,1.34654,1.09074,1.52999,0.00769902,0.00769902,0.00769902
121,2709.95,0.88143,0.6616,1.09692,0.88797,0.71332,0.78324,0.47471,1.40884,1.07728,1.60925,0.00767969,0.00767969,0.00767969
122,2732.15,0.85153,0.64,1.07843,0.91209,0.66936,0.77355,0.48404,1.48489,1.11413,1.69155,0.00766035,0.00766035,0.00766035
123,2754.35,0.8585,0.6441,1.09294,0.8557,0.72206,0.75516,0.47425,1.43628,1.05771,1.63557,0.00764102,0.00764102,0.00764102
124,2776.54,0.82867,0.61491,1.0773,0.87962,0.70841,0.77215,0.49396,1.39695,1.13219,1.61725,0.00762168,0.00762168,0.00762168
125,2798.74,0.84902,0.6245,1.08017,0.82722,0.71142,0.7782,0.46703,1.4763,1.13051,1.68631,0.00760234,0.00760234,0.00760234
126,2820.98,0.86512,0.64334,1.08713,0.87335,0.71738,0.77328,0.4969,1.38315,1.0556,1.60493,0.00758301,0.00758301,0.00758301
127,2843.2,0.85936,0.63857,1.08858,0.87027,0.69982,0.75865,0.48714,1.37427,1.1185,1.57465,0.00756367,0.00756367,0.00756367
128,2865.39,0.85397,0.64875,1.09216,0.81742,0.738,0.76512,0.4932,1.37454,1.07795,1.57627,0.00754434,0.00754434,0.00754434
129,2887.61,0.86289,0.65077,1.08872,0.88333,0.72874,0.77988,0.49504,1.36892,1.0214,1.57353,0.007525,0.007525,0.007525
130,2909.8,0.83608,0.6301,1.08013,0.87185,0.72072,0.76339,0.49071,1.38211,1.04775,1.58977,0.00750566,0.00750566,0.00750566
131,2931.99,0.84595,0.64242,1.07913,0.90022,0.74859,0.79886,0.50141,1.3508,0.99917,1.56236,0.00748633,0.00748633,0.00748633
132,2954.2,0.8409,0.62767,1.0793,0.87096,0.73262,0.78062,0.50182,1.37964,1.03239,1.59367,0.00746699,0.00746699,0.00746699
133,2976.41,0.82409,0.62054,1.06522,0.9145,0.69191,0.77562,0.49067,1.39577,1.13892,1.58238,0.00744766,0.00744766,0.00744766
134,2998.61,0.84186,0.63444,1.07968,0.89847,0.69429,0.77547,0.48125,1.40459,1.06072,1.61076,0.00742832,0.00742832,0.00742832
135,3020.82,0.83199,0.63496,1.07615,0.86046,0.71656,0.76511,0.48264,1.38913,1.07721,1.62773,0.00740898,0.00740898,0.00740898
136,3043.01,0.83153,0.63488,1.08403,0.90781,0.70678,0.78286,0.50138,1.3457,1.03592,1.58009,0.00738965,0.00738965,0.00738965
137,3065.19,0.83818,0.63028,1.07539,0.90166,0.71374,0.78648,0.4973,1.38006,1.06213,1.61585,0.00737031,0.00737031,0.00737031
138,3087.4,0.83636,0.61538,1.07248,0.93423,0.73534,0.80439,0.5102,1.41389,1.06636,1.58975,0.00735098,0.00735098,0.00735098
139,3109.62,0.84109,0.63128,1.075,0.85521,0.71613,0.78184,0.51338,1.32281,1.06351,1.53264,0.00733164,0.00733164,0.00733164
140,3131.82,0.83215,0.61731,1.06765,0.86626,0.71118,0.74956,0.47481,1.4028,1.11366,1.65351,0.0073123,0.0073123,0.0073123
141,3154.03,0.82175,0.60721,1.06782,0.87817,0.73773,0.79022,0.50967,1.40425,1.02785,1.6073,0.00729297,0.00729297,0.00729297
142,3176.26,0.80627,0.58894,1.05464,0.91499,0.71952,0.79331,0.49797,1.42017,1.11537,1.61819,0.00727363,0.00727363,0.00727363
143,3198.76,0.83571,0.62422,1.07532,0.8895,0.72114,0.78656,0.4954,1.4149,1.03848,1.64904,0.0072543,0.0072543,0.0072543
144,3220.96,0.83492,0.61777,1.06747,0.87855,0.69828,0.76612,0.48147,1.41068,1.05684,1.62289,0.00723496,0.00723496,0.00723496
145,3243.16,0.80817,0.58402,1.05567,0.89029,0.70199,0.76803,0.49741,1.35887,1.08225,1.55376,0.00721562,0.00721562,0.00721562
146,3265.37,0.81402,0.59711,1.06378,0.8928,0.71639,0.78547,0.49972,1.39281,1.04569,1.5975,0.00719629,0.00719629,0.00719629
147,3287.58,0.8264,0.60727,1.0761,0.89836,0.71226,0.79134,0.51336,1.3395,1.03734,1.54122,0.00717695,0.00717695,0.00717695
148,3309.76,0.80345,0.60732,1.05551,0.91284,0.72165,0.792,0.51821,1.33895,1.01223,1.55638,0.00715762,0.00715762,0.00715762
149,3331.96,0.81216,0.61692,1.06964,0.91303,0.71879,0.77539,0.49742,1.3986,1.01632,1.63488,0.00713828,0.00713828,0.00713828
150,3354.15,0.8086,0.59312,1.06377,0.87292,0.73585,0.76944,0.4987,1.37467,1.01325,1.5916,0.00711895,0.00711895,0.00711895
151,3376.48,0.80572,0.58242,1.05365,0.89985,0.7199,0.77532,0.5067,1.32859,0.98264,1.55927,0.00709961,0.00709961,0.00709961
152,3398.69,0.80122,0.59568,1.0588,0.85718,0.72444,0.77098,0.4882,1.36746,1.00487,1.5962,0.00708027,0.00708027,0.00708027
153,3420.9,0.79947,0.5844,1.04822,0.84852,0.74681,0.77209,0.49284,1.39089,1.07723,1.63821,0.00706094,0.00706094,0.00706094
154,3443.13,0.81576,0.6016,1.06213,0.90011,0.76389,0.79594,0.52011,1.34677,1.00454,1.58504,0.0070416,0.0070416,0.0070416
155,3465.35,0.80626,0.59497,1.06533,0.85338,0.71332,0.77896,0.49709,1.35471,1.02316,1.56735,0.00702227,0.00702227,0.00702227
156,3487.56,0.80009,0.59485,1.0497,0.8801,0.72897,0.79058,0.52277,1.31865,0.9395,1.56637,0.00700293,0.00700293,0.00700293
157,3509.97,0.81627,0.60436,1.0601,0.88948,0.7023,0.80418,0.51214,1.3602,0.99595,1.583,0.00698359,0.00698359,0.00698359
158,3532.22,0.80232,0.59453,1.05585,0.8863,0.73689,0.78701,0.51749,1.32813,0.96568,1.54809,0.00696426,0.00696426,0.00696426
159,3554.42,0.79577,0.58373,1.05513,0.88366,0.729,0.78105,0.50702,1.35543,1.05978,1.56921,0.00694492,0.00694492,0.00694492
160,3576.67,0.80816,0.59745,1.06097,0.88302,0.72451,0.7659,0.48916,1.36785,1.00838,1.62415,0.00692559,0.00692559,0.00692559
161,3598.88,0.79553,0.58361,1.04679,0.88042,0.72205,0.76899,0.50358,1.33291,0.998,1.57487,0.00690625,0.00690625,0.00690625
162,3621.07,0.79981,0.59544,1.05601,0.89349,0.7277,0.77209,0.50713,1.33286,1.00349,1.54825,0.00688691,0.00688691,0.00688691
163,3643.27,0.79766,0.57983,1.04943,0.87535,0.7035,0.78558,0.49996,1.36515,1.03165,1.58963,0.00686758,0.00686758,0.00686758
164,3665.47,0.79466,0.58969,1.05023,0.89403,0.72762,0.78773,0.51328,1.34683,0.99234,1.59372,0.00684824,0.00684824,0.00684824
165,3687.68,0.77624,0.56527,1.04401,0.89811,0.73373,0.78627,0.51583,1.3075,0.99421,1.55799,0.00682891,0.00682891,0.00682891
166,3709.87,0.79757,0.56833,1.05703,0.9154,0.74088,0.80083,0.51871,1.36434,1.0385,1.60502,0.00680957,0.00680957,0.00680957
167,3732.06,0.79059,0.58766,1.04992,0.88711,0.69925,0.77063,0.50183,1.36598,1.05854,1.60301,0.00679023,0.00679023,0.00679023
168,3754.25,0.78183,0.56963,1.04716,0.85505,0.7379,0.76346,0.50418,1.30748,1.01602,1.56961,0.0067709,0.0067709,0.0067709
169,3776.44,0.78538,0.57472,1.05236,0.87966,0.76401,0.79772,0.51641,1.34444,1.04597,1.57985,0.00675156,0.00675156,0.00675156
170,3798.81,0.79734,0.58021,1.05915,0.89388,0.72649,0.78308,0.51284,1.33099,1.02128,1.56432,0.00673223,0.00673223,0.00673223
171,3821.03,0.79088,0.56789,1.05398,0.87863,0.75064,0.79411,0.51578,1.31108,0.988,1.53995,0.00671289,0.00671289,0.00671289
172,3843.23,0.79504,0.5783,1.06145,0.8911,0.73371,0.79354,0.51662,1.2978,0.98974,1.53009,0.00669355,0.00669355,0.00669355
173,3865.45,0.78797,0.58873,1.04186,0.88988,0.75661,0.78328,0.52083,1.28926,0.99768,1.51231,0.00667422,0.00667422,0.00667422
174,3887.65,0.79136,0.57596,1.0504,0.87696,0.74156,0.75696,0.50393,1.30926,0.9917,1.53164,0.00665488,0.00665488,0.00665488
175,3910.01,0.76101,0.55863,1.03733,0.87996,0.71885,0.77519,0.5157,1.33845,1.05273,1.58355,0.00663555,0.00663555,0.00663555
176,3932.21,0.78125,0.57771,1.0398,0.86315,0.74672,0.79344,0.52133,1.27685,1.01951,1.53822,0.00661621,0.00661621,0.00661621
177,3954.41,0.80135,0.58577,1.0518,0.89074,0.74976,0.79489,0.52738,1.29126,1.0056,1.51344,0.00659688,0.00659688,0.00659688
178,3976.61,0.77165,0.56823,1.0442,0.88969,0.73597,0.79674,0.51021,1.34444,1.05901,1.55483,0.00657754,0.00657754,0.00657754
179,3998.81,0.77085,0.54765,1.03753,0.88277,0.73587,0.79478,0.51499,1.31638,1.01836,1.53817,0.0065582,0.0065582,0.0065582
180,4021.02,0.77553,0.56882,1.04383,0.86086,0.73178,0.78911,0.51874,1.33224,1.03457,1.55888,0.00653887,0.00653887,0.00653887
181,4043.22,0.76421,0.55207,1.04054,0.89824,0.74255,0.78983,0.52988,1.32435,1.00219,1.56692,0.00651953,0.00651953,0.00651953
182,4065.48,0.76618,0.55291,1.03784,0.915,0.74964,0.82576,0.52877,1.3607,0.98222,1.61903,0.0065002,0.0065002,0.0065002
183,4087.7,0.76543,0.55189,1.03376,0.92575,0.74297,0.80757,0.51619,1.37466,0.97397,1.60196,0.00648086,0.00648086,0.00648086
184,4109.9,0.76534,0.55855,1.04203,0.90341,0.75765,0.81177,0.52142,1.34709,1.03415,1.59805,0.00646152,0.00646152,0.00646152
